tm,pm10,pm25,o3,no2,co,so2,,,,,,
2024-01-28:22,보통,42,보통,20,좋음,0.0053,보통,0.0470,좋음,0.72,좋음,0.0038
2024-01-28:21,보통,40,보통,21,좋음,0.0036,보통,0.0506,좋음,0.81,좋음,0.0035
2024-01-28:20,보통,39,보통,22,좋음,0.0063,보통,0.0494,좋음,0.66,좋음,0.0037
2024-01-28:19,보통,35,보통,20,좋음,0.0148,보통,0.0427,좋음,0.58,좋음,0.0033
2024-01-28:18,좋음,27,보통,19,보통,0.0382,좋음,0.0223,좋음,0.46,좋음,0.0031
2024-01-28:17,좋음,24,보통,17,보통,0.0481,좋음,0.0127,좋음,0.41,좋음,0.0034
2024-01-28:16,좋음,27,보통,18,보통,0.0487,좋음,0.0121,좋음,0.38,좋음,0.0034
2024-01-28:15,좋음,27,좋음,14,보통,0.0476,좋음,0.0108,좋음,0.39,좋음,0.0034
2024-01-28:14,좋음,28,보통,18,보통,0.0468,좋음,0.0105,좋음,0.38,좋음,0.0031
2024-01-28:13,좋음,30,보통,23,보통,0.0458,좋음,0.0096,좋음,0.39,좋음,0.0027
2024-01-28:12,보통,31,보통,22,보통,0.0438,좋음,0.0098,좋음,0.44,좋음,0.0033
2024-01-28:11,보통,33,보통,22,보통,0.0410,좋음,0.0097,좋음,0.44,좋음,0.0032
2024-01-28:10,보통,34,보통,20,보통,0.0347,좋음,0.0141,좋음,0.50,좋음,0.0033
2024-01-28:09,보통,42,보통,30,좋음,0.0212,좋음,0.0278,좋음,0.57,좋음,0.0031
2024-01-28:08,보통,39,보통,27,좋음,0.0161,보통,0.0317,좋음,0.59,좋음,0.0032
2024-01-28:07,보통,37,보통,26,보통,0.0312,좋음,0.0160,좋음,0.56,좋음,0.0036
2024-01-28:06,보통,39,보통,29,보통,0.0321,좋음,0.0150,좋음,0.52,좋음,0.0035
2024-01-28:05,보통,36,보통,25,보통,0.0337,좋음,0.0149,좋음,0.53,좋음,0.0037
2024-01-28:04,보통,33,보통,21,좋음,0.0296,좋음,0.0177,좋음,0.51,좋음,0.0034
2024-01-28:03,보통,31,보통,22,좋음,0.0190,좋음,0.0244,좋음,0.55,좋음,0.0036
2024-01-28:02,좋음,29,보통,22,좋음,0.0236,좋음,0.0234,좋음,0.53,좋음,0.0036
2024-01-28:01,보통,31,보통,20,좋음,0.0241,좋음,0.0228,좋음,0.49,좋음,0.0034
2024-01-27:24,보통,44,보통,26,좋음,0.0145,보통,0.0332,좋음,0.65,좋음,0.0033
2024-01-27:23,보통,47,보통,23,좋음,0.0026,보통,0.0448,좋음,0.90,좋음,0.0037
2024-01-27:22,보통,47,보통,25,좋음,0.0040,보통,0.0469,좋음,0.86,좋음,0.0041
2024-01-27:21,보통,53,보통,33,좋음,0.0041,보통,0.0487,좋음,0.88,좋음,0.0036
2024-01-27:20,보통,51,보통,31,좋음,0.0036,보통,0.0520,좋음,0.85,좋음,0.0040
2024-01-27:19,보통,42,보통,24,좋음,0.0051,보통,0.0534,좋음,0.76,좋음,0.0041
2024-01-27:18,좋음,30,보통,21,좋음,0.0251,보통,0.0343,좋음,0.53,좋음,0.0033
2024-01-27:17,좋음,21,보통,20,보통,0.0451,좋음,0.0151,좋음,0.39,좋음,0.0033
2024-01-27:16,좋음,26,보통,17,보통,0.0464,좋음,0.0136,좋음,0.37,좋음,0.0031
2024-01-27:15,좋음,27,보통,20,보통,0.0457,좋음,0.0119,좋음,0.38,좋음,0.0034
2024-01-27:14,좋음,28,보통,20,보통,0.0440,좋음,0.0113,좋음,0.40,좋음,0.0030
2024-01-27:13,좋음,29,보통,18,보통,0.0407,좋음,0.0110,좋음,0.40,좋음,0.0029
2024-01-27:12,보통,33,보통,24,보통,0.0377,좋음,0.0112,좋음,0.44,좋음,0.0029
2024-01-27:11,보통,38,보통,23,보통,0.0311,좋음,0.0154,좋음,0.45,좋음,0.0032
2024-01-27:10,보통,48,보통,29,좋음,0.0158,좋음,0.0295,좋음,0.60,좋음,0.0031
2024-01-27:09,보통,52,보통,31,좋음,0.0076,보통,0.0305,좋음,0.62,좋음,0.0029
2024-01-27:08,보통,47,보통,30,좋음,0.0031,보통,0.0352,좋음,0.63,좋음,0.0027
2024-01-27:07,보통,42,보통,28,좋음,0.0041,보통,0.0358,좋음,0.59,좋음,0.0029
2024-01-27:06,보통,39,보통,26,좋음,0.0115,좋음,0.0268,좋음,0.51,좋음,0.0025
2024-01-27:05,보통,36,보통,24,좋음,0.0148,좋음,0.0267,좋음,0.50,좋음,0.0026
2024-01-27:04,보통,34,보통,24,좋음,0.0134,좋음,0.0285,좋음,0.52,좋음,0.0024
2024-01-27:03,보통,36,보통,24,좋음,0.0121,좋음,0.0295,좋음,0.60,좋음,0.0030
2024-01-27:02,보통,34,보통,23,좋음,0.0189,좋음,0.0237,좋음,0.51,좋음,0.0027
2024-01-27:01,보통,36,보통,25,좋음,0.0251,좋음,0.0206,좋음,0.51,좋음,0.0030
2024-01-26:24,보통,38,보통,23,좋음,0.0142,보통,0.0332,좋음,0.58,좋음,0.0033
2024-01-26:23,보통,37,보통,22,좋음,0.0082,보통,0.0414,좋음,0.65,좋음,0.0033
2024-01-26:22,보통,41,보통,22,좋음,0.0062,보통,0.0471,좋음,0.70,좋음,0.0036
2024-01-26:21,보통,33,보통,19,좋음,0.0033,보통,0.0531,좋음,0.77,좋음,0.0041
2024-01-26:20,보통,43,보통,27,좋음,0.0110,보통,0.0456,좋음,0.63,좋음,0.0034
2024-01-26:19,보통,39,보통,25,좋음,0.0119,보통,0.0473,좋음,0.73,좋음,0.0030
2024-01-26:18,좋음,29,보통,19,좋음,0.0263,보통,0.0316,좋음,0.49,좋음,0.0035
2024-01-26:17,좋음,28,보통,21,보통,0.0395,좋음,0.0178,좋음,0.39,좋음,0.0035
2024-01-26:16,좋음,28,보통,18,보통,0.0422,좋음,0.0140,좋음,0.38,좋음,0.0035
2024-01-26:15,좋음,28,보통,19,보통,0.0409,좋음,0.0137,좋음,0.39,좋음,0.0037
2024-01-26:14,좋음,28,보통,18,보통,0.0397,좋음,0.0121,좋음,0.41,좋음,0.0035
2024-01-26:13,좋음,24,보통,17,보통,0.0371,좋음,0.0110,좋음,0.40,좋음,0.0035
2024-01-26:12,좋음,19,좋음,11,보통,0.0375,좋음,0.0100,좋음,0.38,좋음,0.0034
2024-01-26:11,좋음,18,좋음,11,보통,0.0332,좋음,0.0134,좋음,0.37,좋음,0.0035
2024-01-26:10,보통,58,좋음,14,좋음,0.0231,좋음,0.0238,좋음,0.44,좋음,0.0034
2024-01-26:09,보통,41,좋음,10,좋음,0.0059,보통,0.0441,좋음,0.62,좋음,0.0034
2024-01-26:08,좋음,15,좋음,9,좋음,0.0065,보통,0.0409,좋음,0.56,좋음,0.0029
2024-01-26:07,좋음,14,좋음,9,좋음,0.0183,좋음,0.0240,좋음,0.39,좋음,0.0027
2024-01-26:06,좋음,13,좋음,9,좋음,0.0237,좋음,0.0170,좋음,0.34,좋음,0.0029
2024-01-26:05,좋음,13,좋음,9,좋음,0.0260,좋음,0.0142,좋음,0.34,좋음,0.0027
2024-01-26:04,좋음,13,좋음,11,좋음,0.0284,좋음,0.0118,좋음,0.34,좋음,0.0032
2024-01-26:03,좋음,17,좋음,10,좋음,0.0269,좋음,0.0133,좋음,0.35,좋음,0.0035
2024-01-26:02,좋음,16,좋음,8,좋음,0.0268,좋음,0.0146,좋음,0.37,좋음,0.0038
2024-01-26:01,좋음,17,좋음,10,좋음,0.0230,좋음,0.0181,좋음,0.39,좋음,0.0046
2024-01-25:24,좋음,22,좋음,11,좋음,0.0127,좋음,0.0276,좋음,0.46,좋음,0.0059
2024-01-25:23,좋음,28,보통,16,좋음,0.0025,보통,0.0396,좋음,0.76,좋음,0.0070
2024-01-25:22,보통,33,좋음,15,좋음,0.0036,보통,0.0418,좋음,0.75,좋음,0.0057
2024-01-25:21,보통,41,보통,19,좋음,0.0028,보통,0.0440,좋음,0.77,좋음,0.0041
2024-01-25:20,좋음,26,좋음,15,좋음,0.0061,보통,0.0428,좋음,0.66,좋음,0.0037
2024-01-25:19,좋음,20,좋음,12,좋음,0.0151,보통,0.0336,좋음,0.51,좋음,0.0027
2024-01-25:18,좋음,14,좋음,12,좋음,0.0250,좋음,0.0216,좋음,0.39,좋음,0.0025
2024-01-25:17,좋음,16,좋음,14,보통,0.0340,좋음,0.0124,좋음,0.34,좋음,0.0026
2024-01-25:16,좋음,23,보통,18,보통,0.0338,좋음,0.0123,좋음,0.35,좋음,0.0025
2024-01-25:15,,,,,,,,,,,,
2024-01-25:14,,,,,,,,,,,,
2024-01-25:13,좋음,16,좋음,11,보통,0.0320,좋음,0.0090,좋음,0.34,좋음,0.0023
2024-01-25:12,좋음,18,좋음,12,보통,0.0310,좋음,0.0090,좋음,0.36,좋음,0.0024
2024-01-25:11,좋음,19,좋음,11,좋음,0.0300,좋음,0.0090,좋음,0.37,좋음,0.0025
2024-01-25:10,좋음,22,좋음,9,좋음,0.0230,좋음,0.0150,좋음,0.38,좋음,0.0031
2024-01-25:09,좋음,20,좋음,9,좋음,0.0170,좋음,0.0210,좋음,0.43,좋음,0.0030
2024-01-25:08,좋음,18,좋음,12,좋음,0.0110,좋음,0.0290,좋음,0.46,좋음,0.0021
2024-01-25:07,좋음,18,좋음,13,좋음,0.0160,좋음,0.0210,좋음,0.39,좋음,0.0023
2024-01-25:06,좋음,14,좋음,9,좋음,0.0210,좋음,0.0140,좋음,0.37,좋음,0.0020
2024-01-25:05,좋음,12,좋음,9,좋음,0.0240,좋음,0.0110,좋음,0.34,좋음,0.0022
2024-01-25:04,좋음,14,좋음,10,좋음,0.0260,좋음,0.0100,좋음,0.33,좋음,0.0022
2024-01-25:03,좋음,13,좋음,8,좋음,0.0270,좋음,0.0100,좋음,0.35,좋음,0.0021
2024-01-25:02,좋음,11,좋음,8,좋음,0.0280,좋음,0.0100,좋음,0.35,좋음,0.0021
2024-01-25:01,좋음,10,좋음,7,좋음,0.0250,좋음,0.0130,좋음,0.37,좋음,0.0022
2024-01-24:24,좋음,12,좋음,9,좋음,0.0250,좋음,0.0140,좋음,0.38,좋음,0.0021
2024-01-24:23,좋음,11,좋음,8,좋음,0.0250,좋음,0.0140,좋음,0.35,좋음,0.0021
2024-01-24:22,좋음,12,좋음,7,좋음,0.0250,좋음,0.0160,좋음,0.38,좋음,0.0024
2024-01-24:21,좋음,13,좋음,9,좋음,0.0250,좋음,0.0150,좋음,0.39,좋음,0.0023
2024-01-24:20,좋음,13,좋음,8,좋음,0.0210,좋음,0.0230,좋음,0.48,좋음,0.0022
2024-01-24:19,좋음,12,좋음,9,좋음,0.0230,좋음,0.0230,좋음,0.43,좋음,0.0025
2024-01-24:18,좋음,11,좋음,9,보통,0.0320,좋음,0.0130,좋음,0.34,좋음,0.0023
2024-01-24:17,좋음,13,좋음,11,보통,0.0370,좋음,0.0080,좋음,0.30,좋음,0.0024
2024-01-24:16,좋음,12,좋음,9,보통,0.0360,좋음,0.0080,좋음,0.29,좋음,0.0020
2024-01-24:15,좋음,11,좋음,9,보통,0.0350,좋음,0.0080,좋음,0.31,좋음,0.0021
2024-01-24:14,좋음,14,좋음,10,보통,0.0340,좋음,0.0070,좋음,0.30,좋음,0.0023
2024-01-24:13,좋음,13,좋음,10,보통,0.0340,좋음,0.0060,좋음,0.31,좋음,0.0021
2024-01-24:12,좋음,13,좋음,10,보통,0.0320,좋음,0.0070,좋음,0.31,좋음,0.0020
2024-01-24:11,좋음,14,좋음,8,보통,0.0310,좋음,0.0090,좋음,0.32,좋음,0.0021
2024-01-24:10,좋음,8,좋음,5,좋음,0.0280,좋음,0.0100,좋음,0.33,좋음,0.0022
2024-01-24:09,좋음,10,좋음,3,좋음,0.0230,좋음,0.0180,좋음,0.36,좋음,0.0021
2024-01-24:08,좋음,10,좋음,5,좋음,0.0130,좋음,0.0290,좋음,0.39,좋음,0.0019
2024-01-24:07,좋음,7,좋음,5,좋음,0.0250,좋음,0.0130,좋음,0.32,좋음,0.0021
2024-01-24:06,좋음,5,좋음,4,좋음,0.0290,좋음,0.0090,좋음,0.30,좋음,0.0018
2024-01-24:05,좋음,4,좋음,2,좋음,0.0300,좋음,0.0080,좋음,0.28,좋음,0.0019
2024-01-24:04,좋음,4,좋음,4,보통,0.0330,좋음,0.0050,좋음,0.29,좋음,0.0018
2024-01-24:03,좋음,5,좋음,3,보통,0.0330,좋음,0.0050,좋음,0.28,좋음,0.0018
2024-01-24:02,좋음,3,좋음,3,보통,0.0330,좋음,0.0060,좋음,0.29,좋음,0.0016
2024-01-24:01,좋음,4,좋음,4,보통,0.0320,좋음,0.0060,좋음,0.28,좋음,0.0018
2024-01-23:24,좋음,5,좋음,3,좋음,0.0300,좋음,0.0080,좋음,0.30,좋음,0.0019
2024-01-23:23,좋음,4,좋음,3,보통,0.0310,좋음,0.0090,좋음,0.32,좋음,0.0017
2024-01-23:22,좋음,3,좋음,2,보통,0.0320,좋음,0.0080,좋음,0.30,좋음,0.0018
2024-01-23:21,좋음,6,좋음,4,보통,0.0310,좋음,0.0100,좋음,0.31,좋음,0.0017
2024-01-23:20,좋음,6,좋음,3,보통,0.0310,좋음,0.0100,좋음,0.33,좋음,0.0018
2024-01-23:19,좋음,8,좋음,5,보통,0.0310,좋음,0.0110,좋음,0.34,좋음,0.0021
2024-01-23:18,좋음,8,좋음,7,보통,0.0320,좋음,0.0110,좋음,0.30,좋음,0.0020
2024-01-23:17,좋음,10,좋음,6,보통,0.0350,좋음,0.0080,좋음,0.28,좋음,0.0018
2024-01-23:16,좋음,12,좋음,8,보통,0.0360,좋음,0.0070,좋음,0.27,좋음,0.0018
2024-01-23:15,좋음,12,좋음,8,보통,0.0350,좋음,0.0060,좋음,0.29,좋음,0.0019
2024-01-23:14,좋음,11,좋음,8,보통,0.0350,좋음,0.0060,좋음,0.28,좋음,0.0020
2024-01-23:13,좋음,14,좋음,10,보통,0.0350,좋음,0.0060,좋음,0.29,좋음,0.0018
2024-01-23:12,좋음,13,좋음,12,보통,0.0330,좋음,0.0060,좋음,0.30,좋음,0.0019
2024-01-23:11,좋음,15,좋음,9,좋음,0.0300,좋음,0.0080,좋음,0.31,좋음,0.0018
2024-01-23:10,좋음,12,좋음,8,좋음,0.0280,좋음,0.0100,좋음,0.31,좋음,0.0018
2024-01-23:09,좋음,7,좋음,6,좋음,0.0250,좋음,0.0130,좋음,0.33,좋음,0.0019
2024-01-23:08,좋음,7,좋음,7,좋음,0.0220,좋음,0.0160,좋음,0.35,좋음,0.0017
2024-01-23:07,좋음,7,좋음,6,좋음,0.0270,좋음,0.0100,좋음,0.30,좋음,0.0018
2024-01-23:06,좋음,8,좋음,5,좋음,0.0290,좋음,0.0080,좋음,0.30,좋음,0.0015
2024-01-23:05,좋음,8,좋음,4,보통,0.0320,좋음,0.0060,좋음,0.28,좋음,0.0018
2024-01-23:04,좋음,6,좋음,4,보통,0.0320,좋음,0.0060,좋음,0.29,좋음,0.0020
2024-01-23:03,좋음,4,좋음,4,보통,0.0330,좋음,0.0060,좋음,0.29,좋음,0.0020
2024-01-23:02,좋음,4,좋음,4,보통,0.0340,좋음,0.0060,좋음,0.29,좋음,0.0019
2024-01-23:01,좋음,3,,,보통,0.0320,좋음,0.0070,좋음,0.30,좋음,0.0019
2024-01-22:24,좋음,5,좋음,4,보통,0.0340,좋음,0.0070,좋음,0.29,좋음,0.0018
2024-01-22:23,좋음,4,좋음,1,보통,0.0340,좋음,0.0080,좋음,0.30,좋음,0.0020
2024-01-22:22,좋음,2,좋음,2,보통,0.0330,좋음,0.0100,좋음,0.30,좋음,0.0021
2024-01-22:21,좋음,6,좋음,3,보통,0.0310,좋음,0.0110,좋음,0.32,좋음,0.0019
2024-01-22:20,좋음,7,좋음,4,좋음,0.0300,좋음,0.0130,좋음,0.33,좋음,0.0020
2024-01-22:19,좋음,6,좋음,4,보통,0.0330,좋음,0.0130,좋음,0.31,좋음,0.0021
2024-01-22:18,좋음,7,좋음,6,보통,0.0340,좋음,0.0120,좋음,0.29,좋음,0.0022
2024-01-22:17,좋음,11,좋음,7,보통,0.0360,좋음,0.0090,좋음,0.28,좋음,0.0021
2024-01-22:16,좋음,10,좋음,8,보통,0.0370,좋음,0.0080,좋음,0.28,좋음,0.0024
2024-01-22:15,좋음,11,좋음,10,보통,0.0370,좋음,0.0080,좋음,0.29,좋음,0.0022
2024-01-22:14,좋음,11,좋음,11,보통,0.0370,좋음,0.0080,좋음,0.32,좋음,0.0020
2024-01-22:13,좋음,16,좋음,11,보통,0.0340,좋음,0.0080,좋음,0.33,좋음,0.0022
2024-01-22:12,좋음,15,좋음,10,보통,0.0340,좋음,0.0080,좋음,0.33,좋음,0.0022
2024-01-22:11,좋음,10,좋음,9,보통,0.0320,좋음,0.0090,좋음,0.33,좋음,0.0023
2024-01-22:10,좋음,8,좋음,5,보통,0.0320,좋음,0.0110,좋음,0.34,좋음,0.0022
2024-01-22:09,좋음,6,좋음,5,보통,0.0320,좋음,0.0120,좋음,0.33,좋음,0.0023
2024-01-22:08,좋음,7,,,보통,0.0330,좋음,0.0120,좋음,0.33,좋음,0.0023
2024-01-22:07,좋음,12,좋음,8,보통,0.0350,좋음,0.0110,좋음,0.35,좋음,0.0025
2024-01-22:06,좋음,7,좋음,6,보통,0.0320,좋음,0.0100,좋음,0.38,좋음,0.0026
2024-01-22:05,좋음,3,,,좋음,0.0280,좋음,0.0110,좋음,0.34,좋음,0.0027
2024-01-22:04,좋음,2,,,좋음,0.0240,좋음,0.0120,좋음,0.32,좋음,0.0026
2024-01-22:03,좋음,6,좋음,4,좋음,0.0220,좋음,0.0130,좋음,0.30,좋음,0.0028
2024-01-22:02,좋음,10,좋음,8,좋음,0.0200,좋음,0.0150,좋음,0.34,좋음,0.0028
2024-01-22:01,좋음,10,좋음,8,좋음,0.0200,좋음,0.0150,좋음,0.36,좋음,0.0027
2024-01-21:24,좋음,13,좋음,10,좋음,0.0180,좋음,0.0160,좋음,0.38,좋음,0.0028
2024-01-21:23,좋음,10,좋음,7,좋음,0.0210,좋음,0.0200,좋음,0.39,좋음,0.0028
2024-01-21:22,좋음,10,좋음,7,좋음,0.0230,좋음,0.0200,좋음,0.34,좋음,0.0030
2024-01-21:21,좋음,11,좋음,9,좋음,0.0230,좋음,0.0220,좋음,0.38,좋음,0.0028
2024-01-21:20,좋음,12,좋음,10,좋음,0.0240,좋음,0.0200,좋음,0.36,좋음,0.0031
2024-01-21:19,좋음,11,좋음,8,좋음,0.0250,좋음,0.0190,좋음,0.36,좋음,0.0030
2024-01-21:18,좋음,8,좋음,6,좋음,0.0290,좋음,0.0170,좋음,0.34,좋음,0.0027
2024-01-21:17,좋음,5,좋음,4,보통,0.0320,좋음,0.0150,좋음,0.31,좋음,0.0028
2024-01-21:16,좋음,3,좋음,3,보통,0.0340,좋음,0.0130,좋음,0.29,좋음,0.0029
2024-01-21:15,좋음,3,좋음,3,보통,0.0370,좋음,0.0100,좋음,0.26,좋음,0.0028
2024-01-21:14,좋음,1,,,보통,0.0360,좋음,0.0110,좋음,0.28,좋음,0.0029
2024-01-21:13,좋음,2,,,보통,0.0340,좋음,0.0120,좋음,0.29,좋음,0.0029
2024-01-21:12,좋음,1,,,보통,0.0330,좋음,0.0130,좋음,0.28,좋음,0.0029
2024-01-21:11,좋음,3,좋음,3,좋음,0.0280,좋음,0.0160,좋음,0.29,좋음,0.0027
2024-01-21:10,좋음,1,,,좋음,0.0280,좋음,0.0160,좋음,0.30,좋음,0.0026
2024-01-21:09,좋음,3,좋음,2,좋음,0.0270,좋음,0.0170,좋음,0.29,좋음,0.0028
2024-01-21:08,좋음,1,,,좋음,0.0260,좋음,0.0180,좋음,0.29,좋음,0.0026
2024-01-21:07,좋음,1,,,좋음,0.0270,좋음,0.0180,좋음,0.27,좋음,0.0027
2024-01-21:06,좋음,3,좋음,2,좋음,0.0300,좋음,0.0150,좋음,0.27,좋음,0.0026
2024-01-21:05,좋음,1,,,좋음,0.0280,좋음,0.0150,좋음,0.28,좋음,0.0026
2024-01-21:04,좋음,1,,,좋음,0.0290,좋음,0.0150,좋음,0.27,좋음,0.0028
2024-01-21:03,좋음,1,,,좋음,0.0300,좋음,0.0150,좋음,0.28,좋음,0.0027
2024-01-21:02,좋음,2,,,보통,0.0310,좋음,0.0150,좋음,0.29,좋음,0.0026
2024-01-21:01,좋음,3,좋음,2,보통,0.0310,좋음,0.0150,좋음,0.31,좋음,0.0028
2024-01-20:24,좋음,2,,,좋음,0.0300,좋음,0.0170,좋음,0.35,좋음,0.0027
2024-01-20:23,좋음,4,,,좋음,0.0280,좋음,0.0210,좋음,0.40,좋음,0.0026
2024-01-20:22,좋음,5,좋음,5,좋음,0.0280,좋음,0.0210,좋음,0.41,좋음,0.0027
2024-01-20:21,좋음,7,좋음,6,좋음,0.0270,좋음,0.0230,좋음,0.40,좋음,0.0028
2024-01-20:20,좋음,4,,,좋음,0.0250,좋음,0.0260,좋음,0.42,좋음,0.0030
2024-01-20:19,좋음,4,좋음,4,좋음,0.0300,좋음,0.0210,좋음,0.38,좋음,0.0030
2024-01-20:18,좋음,2,좋음,2,보통,0.0320,좋음,0.0190,좋음,0.31,좋음,0.0031
2024-01-20:17,좋음,1,,,보통,0.0320,좋음,0.0180,좋음,0.30,좋음,0.0031
2024-01-20:16,좋음,3,,,보통,0.0330,좋음,0.0170,좋음,0.30,좋음,0.0029
2024-01-20:15,좋음,1,,,보통,0.0310,좋음,0.0190,좋음,0.29,좋음,0.0031
2024-01-20:14,좋음,2,좋음,2,보통,0.0360,좋음,0.0150,좋음,0.28,좋음,0.0027
2024-01-20:13,좋음,3,,,보통,0.0380,좋음,0.0130,좋음,0.26,좋음,0.0031
2024-01-20:12,좋음,9,좋음,4,보통,0.0360,좋음,0.0160,좋음,0.27,좋음,0.0030
2024-01-20:11,좋음,6,좋음,3,보통,0.0350,좋음,0.0160,좋음,0.27,좋음,0.0032
2024-01-20:10,좋음,4,좋음,1,보통,0.0350,좋음,0.0170,좋음,0.28,좋음,0.0031
2024-01-20:09,좋음,4,좋음,3,보통,0.0360,좋음,0.0160,좋음,0.28,좋음,0.0032
2024-01-20:08,좋음,6,좋음,5,보통,0.0330,좋음,0.0180,좋음,0.28,좋음,0.0031
2024-01-20:07,좋음,8,좋음,5,보통,0.0360,좋음,0.0140,좋음,0.28,좋음,0.0032
2024-01-20:06,좋음,4,좋음,4,보통,0.0330,좋음,0.0150,좋음,0.29,좋음,0.0032
2024-01-20:05,좋음,4,좋음,4,보통,0.0320,좋음,0.0160,좋음,0.33,좋음,0.0035
2024-01-20:04,좋음,7,좋음,5,좋음,0.0290,좋음,0.0190,좋음,0.38,좋음,0.0033
2024-01-20:03,좋음,6,좋음,4,좋음,0.0280,좋음,0.0180,좋음,0.40,좋음,0.0032
2024-01-20:02,좋음,4,,,좋음,0.0300,좋음,0.0180,좋음,0.40,좋음,0.0034
2024-01-20:01,좋음,9,좋음,7,보통,0.0310,좋음,0.0180,좋음,0.41,좋음,0.0034
2024-01-19:24,좋음,12,좋음,9,좋음,0.0300,좋음,0.0200,좋음,0.42,좋음,0.0034
2024-01-19:23,좋음,13,좋음,9,좋음,0.0290,좋음,0.0200,좋음,0.46,좋음,0.0035
2024-01-19:22,좋음,17,좋음,10,보통,0.0330,좋음,0.0180,좋음,0.43,좋음,0.0036
2024-01-19:21,좋음,20,좋음,9,보통,0.0320,좋음,0.0190,좋음,0.42,좋음,0.0033
2024-01-19:20,좋음,21,좋음,12,보통,0.0330,좋음,0.0170,좋음,0.39,좋음,0.0031
2024-01-19:19,좋음,22,좋음,12,보통,0.0310,좋음,0.0180,좋음,0.39,좋음,0.0033
2024-01-19:18,좋음,24,좋음,14,보통,0.0320,좋음,0.0180,좋음,0.36,좋음,0.0034
2024-01-19:17,좋음,22,보통,18,보통,0.0320,좋음,0.0150,좋음,0.33,좋음,0.0032
2024-01-19:16,,,,,,,,,,,,
2024-01-19:15,,,,,,,,,,,,
2024-01-19:14,좋음,19,좋음,10,보통,0.0430,좋음,0.0110,좋음,0.29,좋음,0.0033
2024-01-19:13,좋음,12,좋음,6,보통,0.0430,좋음,0.0100,좋음,0.30,좋음,0.0033
2024-01-19:12,좋음,14,좋음,8,보통,0.0420,좋음,0.0110,좋음,0.30,좋음,0.0034
2024-01-19:11,좋음,15,좋음,8,보통,0.0400,좋음,0.0120,좋음,0.31,좋음,0.0034
2024-01-19:10,좋음,16,좋음,9,보통,0.0340,좋음,0.0170,좋음,0.32,좋음,0.0033
2024-01-19:09,좋음,20,좋음,13,좋음,0.0170,보통,0.0340,좋음,0.43,좋음,0.0036
2024-01-19:08,좋음,19,좋음,12,좋음,0.0050,보통,0.0430,좋음,0.51,좋음,0.0038
2024-01-19:07,좋음,19,좋음,11,좋음,0.0100,보통,0.0360,좋음,0.42,좋음,0.0036
2024-01-19:06,좋음,19,좋음,11,좋음,0.0210,좋음,0.0260,좋음,0.36,좋음,0.0034
2024-01-19:05,좋음,17,좋음,11,좋음,0.0260,좋음,0.0200,좋음,0.39,좋음,0.0036
2024-01-19:04,좋음,20,좋음,12,좋음,0.0290,좋음,0.0170,좋음,0.41,좋음,0.0033
2024-01-19:03,좋음,21,좋음,13,보통,0.0330,좋음,0.0160,좋음,0.39,좋음,0.0036
2024-01-19:02,좋음,18,좋음,14,좋음,0.0250,좋음,0.0200,좋음,0.44,좋음,0.0037
2024-01-19:01,좋음,14,좋음,13,좋음,0.0230,좋음,0.0230,좋음,0.46,좋음,0.0034
2024-01-18:24,좋음,12,좋음,8,좋음,0.0240,좋음,0.0240,좋음,0.47,좋음,0.0034
2024-01-18:23,좋음,13,좋음,10,좋음,0.0160,보통,0.0310,좋음,0.49,좋음,0.0034
2024-01-18:22,좋음,13,좋음,10,좋음,0.0140,보통,0.0340,좋음,0.54,좋음,0.0035
2024-01-18:21,좋음,13,좋음,11,좋음,0.0170,좋음,0.0300,좋음,0.51,좋음,0.0037
2024-01-18:20,좋음,11,좋음,9,좋음,0.0220,좋음,0.0250,좋음,0.48,좋음,0.0037
2024-01-18:19,좋음,13,좋음,10,좋음,0.0190,좋음,0.0270,좋음,0.50,좋음,0.0039
2024-01-18:18,좋음,10,좋음,9,좋음,0.0120,보통,0.0320,좋음,0.48,좋음,0.0038
2024-01-18:17,좋음,15,좋음,13,좋음,0.0040,보통,0.0400,좋음,0.48,좋음,0.0044
2024-01-18:16,좋음,24,보통,19,좋음,0.0040,보통,0.0380,좋음,0.54,좋음,0.0042
2024-01-18:15,보통,38,보통,30,좋음,0.0040,보통,0.0350,좋음,0.61,좋음,0.0043
2024-01-18:14,보통,63,나쁨,43,좋음,0.0030,보통,0.0420,좋음,0.96,좋음,0.0053
2024-01-18:13,보통,57,나쁨,37,좋음,0.0030,보통,0.0510,좋음,1.34,좋음,0.0056
2024-01-18:12,보통,56,보통,35,좋음,0.0040,보통,0.0490,좋음,1.40,좋음,0.0057
2024-01-18:11,보통,46,보통,32,좋음,0.0030,보통,0.0470,좋음,1.27,좋음,0.0054
2024-01-18:10,보통,50,나쁨,37,좋음,0.0040,보통,0.0390,좋음,0.91,좋음,0.0050
2024-01-18:09,보통,59,나쁨,39,좋음,0.0040,보통,0.0390,좋음,1.10,좋음,0.0050
2024-01-18:08,보통,55,나쁨,36,좋음,0.0030,보통,0.0370,좋음,0.82,좋음,0.0049
2024-01-18:07,보통,50,나쁨,37,좋음,0.0030,보통,0.0350,좋음,0.68,좋음,0.0044
2024-01-18:06,보통,50,나쁨,37,좋음,0.0030,보통,0.0330,좋음,0.60,좋음,0.0041
2024-01-18:05,보통,51,나쁨,36,좋음,0.0030,보통,0.0330,좋음,0.58,좋음,0.0040
